scenario,policy,seeds,num_runs,timeout_ms,window_id,window_start_read,window_end_read,slow_disk_a_id,slow_disk_a_state,slow_disk_b_id,slow_disk_b_state,active_slow_disks,p50_ms_median,p50_ms_min,p50_ms_max,p95_ms_median,p95_ms_min,p95_ms_max,p99_ms_median,p99_ms_min,p99_ms_max,issued_shard_reads_median,issued_shard_reads_min,issued_shard_reads_max,bandwidth_overhead_pct_median,bandwidth_overhead_pct_min,bandwidth_overhead_pct_max,parity_reads_median,parity_reads_min,parity_reads_max,proactive_or_degraded_reads_median,proactive_or_degraded_reads_min,proactive_or_degraded_reads_max,decode_count_median,decode_count_min,decode_count_max,migration_triggers_median,migration_triggers_min,migration_triggers_max,migration_true_positives_median,migration_true_positives_min,migration_true_positives_max,migration_false_positives_median,migration_false_positives_min,migration_false_positives_max
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,19,950000,1000000,80,healthy,90,healthy,0,12.5,12.5,12.5,16.8,16.7,16.9,18.7,18.7,18.8,208096,207918,208220,4.05,4,4.1,8096,7918,8220,8096,7918,8220,192.5,160,220,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,health_ec,42..71,30,15,0,0,50000,80,healthy,90,healthy,0,12.5,12.5,12.5,16.8,16.8,16.9,18.8,18.7,18.9,200000,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,health_ec,42..71,30,15,1,50000,100000,80,healthy,90,healthy,0,12.5,12.5,12.5,16.8,16.8,16.9,18.8,18.7,18.9,200000,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,health_ec,42..71,30,15,2,100000,150000,80,healthy,90,healthy,0,12.5,12.5,12.5,16.8,16.8,16.9,18.8,18.7,18.9,200000,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,health_ec,42..71,30,15,3,150000,200000,80,mild_slow,90,healthy,10,12.8,12.7,12.8,27.3,26.9,27.7,36.7,36.2,37.1,202074.5,201846,202209,1,0.9,1.1,2074.5,1846,2209,2074.5,1846,2209,1678,1514,1812,0,0,3,0,0,3,0,0,0
dynamic_stress_100d_20pct_hdd,health_ec,42..71,30,15,4,200000,250000,80,mild_slow,90,healthy,10,12.8,12.7,12.8,26.3,25.7,26.7,35.3,34.9,36,202824,202681,202989,1.4,1.3,1.5,2824,2681,2989,2824,2681,2989,2324.5,2191,2445,1,0,4,1,0,4,0,0,0
dynamic_stress_100d_20pct_hdd,health_ec,42..71,30,15,5,250000,300000,80,mild_slow,90,healthy,10,12.8,12.7,12.8,26.1,25.4,26.4,34.9,34.5,35.3,203089,202910,203285,1.5,1.5,1.6,3089,2910,3285,3089,2910,3285,2545,2360,2685,0,0,3,0,0,3,0,0,0
dynamic_stress_100d_20pct_hdd,health_ec,42..71,30,15,6,300000,350000,80,severe_slow,90,healthy,10,12.7,12.7,12.8,54.2,52.9,55.5,77.55,76.4,78.6,202865,202733,203086,1.4,1.4,1.5,2865,2733,3086,2865,2733,3086,2387,2306,2490,8,5,10,8,5,10,0,0,0
dynamic_stress_100d_20pct_hdd,health_ec,42..71,30,15,7,350000,400000,80,severe_slow,90,healthy,10,12.7,12.7,12.7,52.75,50.6,53.4,75.6,74.9,76.3,203050.5,202922,203172,1.5,1.5,1.6,3050.5,2922,3172,3050.5,2922,3172,2563.5,2454,2693,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,health_ec,42..71,30,15,8,400000,450000,80,severe_slow,90,healthy,10,12.7,12.7,12.7,52,50.8,53.6,74.95,74.6,75.9,203126.5,203009,203251,1.6,1.5,1.6,3126.5,3009,3251,3126.5,3009,3251,2625,2526,2743,0,0,0,0,0,0,0,0,0
